0	1090	0	65507
578	174	0	65507
2143	162	0	65507
3945	174	0	65507
2890	162	0	65507
4038	174	0	65507
2819	162	0	65507
2703	150	0	65507
1429	174	0	65507
2265	90	0	65507
451	162	0	65507
2605	150	0	65507
1337	174	0	65507
2150	90	0	65507
765	162	0	65507
4243	174	0	65507
2618	162	0	65507
4054	174	0	65507
1518	150	0	65507
1280	162	0	65507
1970	90	0	65507
1956	174	0	65507
1111	150	0	65507
1821	162	0	65507
1635	90	0	65507
2537	174	0	65507
2687	162	0	65507
3988	174	0	65507
2866	162	0	65507
4140	174	0	65507
2719	162	0	65507
3970	174	0	65507
2888	162	0	65507
4114	174	0	65507
2745	162	0	65507
4010	174	0	65507
2843	162	0	65507
4161	174	0	65507
4342	162	0	65507
3928	174	0	65507
4577	162	0	65507
4005	174	0	65507
4484	162	0	65507
3920	174	0	65507
2938	162	0	65507
4080	174	0	65507
2778	162	0	65507
3960	174	0	65507
2898	162	0	65507
1101	150	0	65507
2836	174	0	65507
710	90	0	65507
2209	162	0	65507
839	150	0	65507
3173	174	0	65507
80	90	0	65507
2763	162	0	65507
3934	174	0	65507
2925	162	0	65507
4139	174	0	65507
2720	162	0	65507
4057	174	0	65507
2797	162	0	65507
4015	174	0	65507
2847	162	0	65507
3322	162	0	65507
618	174	0	65507
2912	162	0	65507
954	74	0	65507
3691	174	0	65507
356	162	0	65507
3498	162	0	65507
1435	74	0	65507
2591	174	0	65507
2832	162	0	65507
1278	66	0	65507
2690	174	0	65507
2891	162	0	65507
1439	1090	0	65507
1955	1090	0	65507
567	174	0	65507
1399	1090	0	65507
887	1090	0	65507
1065	1090	0	65507
134	162	0	65507
1812	1090	0	65507
1956	1090	0	65507
74	66	0	65507
145	174	0	65507
1623	66	0	65507
1250	162	0	65507
1658	1090	0	65507
1756	1090	0	65507
545	174	0	65507
2900	162	0	65507
4000	174	0	65507
2855	162	0	65507
3983	174	0	65507
2877	162	0	65507
4590	1090	0	65507
145	174	0	65507
1120	1090	0	65507
1530	1090	0	65507
1201	1090	0	65507
137	162	0	65507
1104	1090	0	65507
1397	1090	0	65507
2172	174	0	65507
79	66	0	65507
2727	1090	0	65507
1718	1090	0	65507
140	162	0	65507
4716	174	0	65507
3785	162	0	65507
78	66	0	65507
3940	174	0	65507
197	66	0	65507
2640	162	0	65507
3956	174	0	65507
12192	1090	0	65507
1129	1090	0	65507
1472	1090	0	65507
1109	1090	0	65507
1302	1090	0	65507
1196	1090	0	65507
2191	66	0	65507
2105	1090	0	65507
1100	1090	0	65507
16205	162	0	65507
3915	90	0	65507
4061	162	0	65507
3323	90	0	65507
28745	162	0	65507
3947	174	0	65507
5581	150	0	65507
3428	90	0	65507
3153	150	0	65507
3387	90	0	65507
15114	116	0	65507
23061	150	0	65507
2972	142	0	65507
4530	158	0	65507
12918	1458	0	65507
19300	150	0	65507
3121	142	0	65507
4493	158	0	65507
18790	1518	0	65507
113	154	0	65507
778	826	0	65507
3524	142	0	65507
5794	162	0	65507
12127	1242	0	65507
4662	64	0	65507
1738	66	0	65507
16600	1090	0	65507
4779	66	0	65507
15213	1090	0	65507
1154	1090	0	65507
8092	150	0	65507
3323	142	0	65507
4512	158	0	65507
43856	154	0	65507
3061	142	0	65507
5407	162	0	65507
1304	1518	0	65507
1671	1518	0	65507
1055	1278	0	65507
8113	1242	0	65507
2239	154	0	65507
3518	106	0	65507
30017	66	0	65507
12189	162	0	65507
3946	1090	0	65507
143	174	0	65507
995	1090	0	65507
3409	162	0	65507
987	1090	0	65507
1956	1090	0	65507
1962	1090	0	65507
148	174	0	65507
154	150	0	65507
1649	1090	0	65507
1956	1090	0	65507
138	162	0	65507
1815	1090	0	65507
1631	66	0	65507
567	174	0	65507
1924	1090	0	65507
78	106	0	65507
847	162	0	65507
909	1090	0	65507
2935	150	0	65507
219	174	0	65507
2793	162	0	65507
1120	142	0	65507
3090	174	0	65507
583	158	0	65507
2059	162	0	65507
