1	100	0
2	100	1548
3	100	1117
4	100	1973
5	100	1384
6	100	1367
7	100	1182
8	100	1325
9	100	1381
10	100	1371
11	100	1339
12	100	1346
13	100	1377
14	100	1150
15	100	1358
16	100	1216
17	100	1399
18	100	1168
19	100	1355
20	100	1378
21	100	1359
22	100	1372
23	100	1044
24	100	1314
25	100	1108
26	100	1329
27	100	1115
28	100	2259
29	100	1366
30	100	1362
31	100	1357
32	100	1375
33	100	1368
34	100	1360
35	100	1356
36	100	1306
37	100	1413
38	100	1343
39	100	1157
40	100	1451
41	100	1100
42	100	1350
43	100	1402
44	100	1357
45	100	1351
46	100	1373
47	100	1362
48	100	1302
49	100	1089
50	100	1313
51	100	1335
52	100	1182
53	100	1189
54	100	1350
55	100	1302
56	100	1142
57	100	1325
58	100	1311
59	100	1327
60	100	1069
61	100	1147
62	100	1313
63	100	1315
64	100	1207
65	100	1079
66	100	1321
67	100	1321
68	100	1334
69	100	1072
70	100	1070
71	100	1317
72	100	1317
73	100	1289
74	100	1248
75	100	1341
76	100	1304
77	100	1131
78	100	1297
79	100	1313
80	100	1300
81	100	1110
82	100	1308
83	100	1308
84	100	1304
85	100	1130
86	100	1304
87	100	1307
88	100	1160
89	100	1181
90	100	1307
91	100	1312
92	100	1308
93	100	1305
94	100	1320
95	100	1287
96	100	1323
97	100	1305
98	100	1309
99	100	1046
100	100	1111
101	100	1307
102	100	1096
103	100	1310
104	100	1166
105	100	1170
106	100	1310
107	100	1325
108	100	1253
109	100	1189
110	100	1324
111	100	1324
112	100	1203
113	100	1351
114	100	1325
115	100	1252
116	100	1144
117	100	1311
118	100	1307
119	100	1230
120	100	1092
121	100	1306
122	100	1065
123	100	1318
124	100	1299
125	100	1071
126	100	1305
127	100	1292
128	100	1273
129	100	1053
130	100	1096
131	100	1332
132	100	1292
133	100	1213
134	100	1071
135	100	1307
136	100	1303
137	100	1292
138	100	1054
139	100	1111
140	100	1304
141	100	1355
142	100	1211
143	100	1315
144	100	1309
145	100	1301
146	100	1103
147	100	1302
148	100	1322
149	100	1295
150	100	1100
151	100	1113
152	100	1317
153	100	1315
154	100	1277
155	100	1133
156	100	1298
157	100	1308
158	100	1214
159	100	1311
160	100	1302
161	100	1304
162	100	1106
163	100	1100
164	100	1318
165	100	1305
166	100	1185
167	100	1313
168	100	1304
169	100	1304
170	100	1106
171	100	1131
172	100	1317
173	100	1310
174	100	1217
175	100	1330
176	100	1313
177	100	1309
178	100	1043
179	100	1328
180	100	1313
181	100	1309
182	100	1052
183	100	1328
184	100	1313
185	100	1307
186	100	1052
187	100	1329
188	100	1314
189	100	1300
190	100	1179
191	100	1305
192	100	1319
193	100	1254
194	100	1099
195	100	1115
196	100	1311
197	100	1311
198	100	1242
199	100	1068
200	100	1317
201	100	1312
202	100	1222
203	100	1063
204	100	1049
205	100	1320
206	100	1312
207	100	1278
208	100	1202
209	100	1045
210	100	1052
211	100	1088
212	100	1217
213	100	1288
214	100	1291
215	100	1306
216	100	1306
217	100	1167
218	100	1317
219	100	1306
220	100	1314
221	100	1161
222	100	1128
223	100	1309
224	100	1310
225	100	3019
226	100	49
227	100	588
228	100	1319
229	100	1303
230	100	1080
231	100	1310
232	100	1311
233	100	1232
234	100	1156
235	100	1312
236	100	1332
237	100	1296
238	100	1307
239	100	1322
240	100	1277
241	100	1198
242	100	1314
243	100	1310
244	100	1114
245	100	1316
246	100	1304
247	100	1305
248	100	1307
249	100	1312
250	100	1309
251	100	1303
252	100	1315
253	100	1326
254	100	1292
255	100	1144
256	100	1316
257	100	1331
258	100	1200
259	100	1356
260	100	1315
261	100	1257
262	100	1038
263	100	1048
264	100	1040
265	100	1299
266	100	1300
267	100	1297
268	100	1098
269	100	1312
270	100	1306
271	100	1300
272	100	1082
273	100	1042
274	100	1275
275	100	1315
276	100	1266
277	100	1050
278	100	1058
279	100	1298
280	100	1314
281	100	1229
282	100	1171
283	100	1300
284	100	1300
285	100	1231
286	100	1140
287	100	1073
288	100	1312
289	100	1276
290	100	1276
291	100	1057
292	100	1308
293	100	1308
294	100	1301
295	100	1165
296	100	1291
297	100	1289
298	100	1239
299	100	1152
300	100	1300
301	100	1309
302	100	1304
303	100	1302
304	100	1306
305	100	1141
306	100	1066
307	100	1183
308	100	1363
309	100	1200
310	100	1309
311	100	1039
312	100	1052
313	100	1306
314	100	1166
315	100	1302
316	100	1155
317	100	1148
318	100	1245
319	100	1042
320	100	1050
321	100	1272
322	100	1045
323	100	1312
324	100	1300
325	100	1299
326	100	1281
327	100	1061
328	100	1061
329	100	1286
330	100	1287
331	100	1281
332	100	1106
333	100	1082
334	100	1332
335	100	1144
336	100	1315
337	100	1310
338	100	1068
339	100	1308
340	100	1298
341	100	1117
342	100	1303
343	100	1300
344	100	1307
345	100	1299
346	100	1293
347	100	1300
348	100	1150
349	100	1042
350	100	1323
351	100	1302
352	100	1305
353	100	1289
354	100	1272
355	100	1300
356	100	1161
357	100	1309
358	100	1215
359	100	1329
360	100	1206
361	100	1311
362	100	1062
363	100	1316
364	100	1313
365	100	1307
366	100	1301
367	100	1304
368	100	1173
369	100	1303
370	100	1325
371	100	1308
372	100	1071
373	100	1299
374	100	1068
375	100	1082
376	100	1310
377	100	1329
378	100	1312
379	100	1310
380	100	1311
381	100	1149
382	100	1305
383	100	1300
384	100	1364
385	100	1288
386	100	1306
387	100	1139
388	100	3089
389	100	1297
390	100	1302
391	100	1277
392	100	1309
393	100	1301
394	100	1301
395	100	1221
396	100	1315
397	100	1056
398	100	1311
399	100	1102
400	100	1093
401	100	1330
402	100	1098
403	100	1349
404	100	1279
405	100	1304
406	100	1298
407	100	1294
408	100	1307
409	100	1302
410	100	1300
411	100	1172
412	100	1338
413	100	1306
414	100	1258
415	100	1096
416	100	1307
417	100	1277
418	100	1282
419	100	1079
420	100	1321
421	100	1292
422	100	1281
423	100	1316
424	100	1313
425	100	1303
426	100	1295
427	100	1308
428	100	1290
429	100	1277
430	100	1326
431	100	1297
432	100	1267
433	100	1148
434	100	1143
435	100	1283
436	100	1284
437	100	1238
438	100	1194
439	100	1286
440	100	1311
441	100	1269
442	100	1084
443	100	1071
444	100	1280
445	100	1281
446	100	1245
447	100	1283
448	100	1296
449	100	1300
450	100	1177
451	100	1314
452	100	1308
453	100	1314
454	100	1181
455	100	1334
456	100	1273
457	100	1199
458	100	1311
459	100	1302
460	100	1306
461	100	1136
462	100	1133
463	100	1286
464	100	1277
465	100	1239
466	100	1315
467	100	1309
468	100	1288
469	100	1098
470	100	1312
471	100	1280
472	100	1283
473	100	1168
474	100	1079
475	100	1301
