1	0	101689
2	800	101714
3	1600	102743
4	2400	102757
5	3200	103827
6	4000	104925
7	4800	106034
8	5600	106040
9	6400	108223
10	7200	110321
11	8000	112425
12	8821	115618
13	9621	116739
14	10421	119917
15	11221	121008
16	12021	124174
17	12821	126344
18	13621	127445
19	14421	130611
20	15221	132800
21	16021	133902
22	16821	137054
23	17621	139216
24	18421	141380
25	19221	143543
26	20021	145709
27	20821	146805
28	21621	150015
29	22421	151092
30	23221	154264
31	24021	156426
32	24821	158588
33	25621	160774
34	26421	161851
35	27221	165014
36	28021	167176
37	28821	169368
38	29621	170451
39	30421	173652
40	31221	174756
41	32021	177948
42	32821	180141
43	33621	181230
44	34421	183341
45	35221	186544
46	36021	188720
47	36821	189794
48	37621	192956
49	38421	195119
50	39221	197282
51	40021	198405
52	40821	201613
53	41621	202699
54	42421	205866
55	43221	208026
56	44021	210187
57	44821	212357
58	45621	213460
59	46421	216619
60	47221	218794
61	48021	220956
62	48821	222043
63	49621	225204
64	50421	227369
65	51221	229531
66	52021	231692
67	52821	233855
68	53621	234942
69	54421	238103
70	55221	240264
71	56021	242435
72	56821	244585
73	57621	246757
74	58421	247844
75	59221	251005
76	60021	253173
77	60821	255333
78	61621	257497
79	62421	259660
80	63221	260748
81	64021	263909
82	64821	266068
83	65621	268231
84	66421	270393
85	67221	272554
86	68021	273656
87	68821	276814
88	69621	278985
89	70421	280100
90	71221	283271
91	72021	285432
92	72821	287594
93	73621	289756
94	74421	290856
95	75221	294018
96	76021	296189
97	76821	297319
98	77621	300478
99	78421	302640
100	79221	304801
101	80021	305896
102	80821	309055
103	81621	311213
104	82421	313368
105	83221	315523
106	84021	317696
107	84821	318782
108	85621	321946
109	86421	324093
110	87221	326271
111	88021	328418
112	88821	330590
113	89621	332767
114	90421	333853
115	91221	337038
116	92021	339197
117	92821	340284
118	93621	343444
119	94421	345604
120	95221	347763
121	96021	349923
122	96821	352070
123	97621	354231
124	98421	356377
125	99221	358535
126	100027	360700
127	100827	361798
128	101639	364990
129	102439	367137
130	103239	368220
131	104039	371378
132	104839	373535
133	105639	375691
134	106439	377851
135	107239	380010
136	108039	382169
137	108839	384313
138	109639	386458
139	110439	388616
140	111239	390774
141	112039	391858
142	112839	395016
143	113639	397172
144	114439	399329
145	115239	401487
146	116039	403644
147	116839	405837
148	117639	407994
149	118439	409089
150	119239	411297
151	120039	413395
152	120839	416549
153	121639	418704
154	122439	420850
155	123239	423020
156	124039	425158
157	124839	427312
158	125639	429466
159	126439	431620
160	127239	433777
161	128039	435932
162	128839	438089
163	129639	440229
164	130439	442378
165	131239	444506
166	132039	446653
167	132839	448790
168	133639	450928
169	134439	453065
170	135239	455192
171	136039	457344
172	136839	459467
173	137639	461604
174	138439	463741
175	139240	465879
176	140040	468046
177	140840	470214
178	141640	472347
179	142440	474484
180	143240	476623
