0	536	0	7543400
32836	152	0	7543400
32943	136	0	7543400
32965	136	0	7543400
32998	136	0	7543400
33024	160	0	7543400
33005	136	0	7543400
33001	136	0	7543400
32993	136	0	7543400
33005	160	0	7543400
32994	136	0	7543400
32999	136	0	7543400
32999	136	0	7543400
33000	528	0	7543400
33004	136	0	7543400
32997	136	0	7543400
32993	136	0	7543400
32999	160	0	7543400
33001	136	0	7543400
32999	136	0	7543400
33000	136	0	7543400
32997	160	0	7543400
33011	136	0	7543400
32990	136	0	7543400
32998	136	0	7543400
33040	160	0	7543400
32960	136	0	7543400
32999	136	0	7543400
33006	136	0	7543400
32993	528	0	7543400
32998	136	0	7543400
33004	136	0	7543400
33001	136	0	7543400
32999	160	0	7543400
32998	136	0	7543400
32994	136	0	7543400
33000	136	0	7543400
33006	160	0	7543400
32992	136	0	7543400
33017	136	0	7543400
32983	136	0	7543400
33000	160	0	7543400
33004	136	0	7543400
32999	136	0	7543400
32999	136	0	7543400
33014	528	0	7543400
32979	136	0	7543400
33002	136	0	7543400
32998	136	0	7543400
33008	160	0	7543400
32998	136	0	7543400
32998	136	0	7543400
33005	136	0	7543400
33006	160	0	7543400
32993	136	0	7543400
33030	136	0	7543400
32966	136	0	7543400
32998	160	0	7543400
32998	136	0	7543400
32996	136	0	7543400
33004	136	0	7543400
33058	51024	0	7543400
32942	448	0	7540792
33005	1480	0	7543400
32982	7888	0	7543400
33044	62792	0	7543400
160	64000	0	7480728
32823	34656	0	7465141
33004	34656	0	7479163
32986	192	0	7493160
33003	13592	0	7541646
138	64000	0	7528258
105	64000	0	7464413
32742	41704	0	7448706
33005	44288	0	7455682
33002	224	0	7460070
33004	5216	0	7508525
147	64000	0	7503526
85	64000	0	7439652
32781	35208	0	7424004
32997	35720	0	7437465
32980	192	0	7450389
33007	25848	0	7498880
95	64000	0	7473172
93	64000	0	7409311
87	64000	0	7345440
32721	46544	0	7329702
32998	51360	0	7331843
33023	47600	0	7329176
32996	56248	0	7330244
172	64000	0	7274250
32801	41048	0	7258631
33028	41048	0	7266297
32998	50008	0	7273920
33027	10176	0	7272628
214	64000	0	7262765
160	64000	0	7199002
32613	208	0	7183108
33001	57008	0	7231571
32955	6192	0	7223170
157	64000	0	7217210
32846	15864	0	7201671
134	64000	0	7185991
107	64000	0	7122149
32756	1360	0	7106462
99	64000	0	7105249
32902	6952	0	7089779
112	64000	0	7082992
32889	192	0	7067502
33004	19664	0	7115988
161	64000	0	7096563
117	64000	0	7032736
118	64000	0	6968912
92	64000	0	6905048
32508	59336	0	6888995
32990	5752	0	6878319
143	64000	0	6872779
32853	472	0	6857250
114	64000	0	6856932
32917	46856	0	6841483
107	64000	0	6794785
32860	4216	0	6779253
128	64000	0	6775225
32879	4216	0	6759720
124	64000	0	6755687
32918	59528	0	6740241
32986	62984	0	6729365
165	64000	0	6666641
32830	50480	0	6651049
33005	60456	0	6649249
32958	672	0	6637404
33031	57912	0	6685450
109	64000	0	6627699
32894	52792	0	6612217
32996	54512	0	6608091
33002	54512	0	6602256
32985	24464	0	6596395
121	64000	0	6572110
102	64000	0	6508260
90	64000	0	6444394
93	64000	0	6380532
32608	53240	0	6364628
33000	59760	0	6360062
32997	58024	0	6348971
32992	38040	0	6339609
99	64000	0	6301715
32882	536	0	6286214
33027	59072	0	6334391
33046	55144	0	6324062
32949	54976	0	6317514
104	64000	0	6262692
32881	56952	0	6247189
33002	57944	0	6238914
33018	57944	0	6229670
32991	38936	0	6220386
116	64000	0	6181621
32885	57080	0	6166125
33002	57080	0	6157721
32998	55440	0	6149311
32988	26208	0	6142528
149	64000	0	6116539
72	64000	0	6052646
87	64000	0	5988775
101	64000	0	5924924
32599	49944	0	5909006
32999	42680	0	5907733
32977	744	0	5913692
33022	32856	0	5961653
68	64000	0	5928897
32928	44416	0	5913466
33005	48296	0	5917730
32991	44416	0	5918094
33005	40232	0	5922358
98	64000	0	5882270
32904	43280	0	5866802
32991	43280	0	5872183
33005	49872	0	5877582
32963	21336	0	5876330
126	64000	0	5855180
32864	664	0	5839654
33020	46640	0	5887692
33023	46288	0	5889759
32969	23104	0	5892098
122	64000	0	5869175
108	64000	0	5805336
84	64000	0	5741460
90	64000	0	5677593
32604	50200	0	5661699
33001	50048	0	5660174
32997	50048	0	5658780
33010	47496	0	5657420
143	64000	0	5610136
32913	47976	0	5594684
32958	51296	0	5595317
32983	52136	0	5592669
32988	24720	0	5589189
74	64000	0	5564579
32904	720	0	5549111
33017	39864	0	5597104
32981	672	0	5605871
33014	24608	0	5653892
116	64000	0	5629455
32899	46984	0	5613981
32992	47456	0	5615673
33010	51080	0	5616891
32978	21000	0	5614452
107	64000	0	5593610
107	64000	0	5529769
82	64000	0	5465891
71	64000	0	5401996
32659	59784	0	5386167
32987	59784	0	5375054
33005	51384	0	5363934
32989	43496	0	5361207
101	64000	0	5317860
32896	43320	0	5302380
33007	61688	0	5307759
32972	520	0	5294688
33013	26600	0	5342860
109	64000	0	5316421
32910	51776	0	5300962
32989	53024	0	5297859
32998	53024	0	5293491
32996	32672	0	5289134
110	64000	0	5256623
32895	48976	0	5241158
33004	55616	0	5240860
33004	48496	0	5233908
32977	19512	0	5234052
96	64000	0	5214682
99	64000	0	5150829
57	64000	0	5086913
92	64000	0	5023049
32641	712	0	5007193
33047	54576	0	5055223
33065	49136	0	5049420
32981	35032	0	5048928
147	64000	0	5014110
32817	47808	0	4998514
32990	52136	0	4999364
33008	52136	0	4995914
32984	30736	0	4992427
94	64000	0	4961830
32920	49976	0	4946385
33024	49976	0	4945121
32992	42880	0	4943806
32967	30200	0	4949549
123	64000	0	4919531
32878	49304	0	4904025
33008	42064	0	4903406
32966	568	0	4909966
33020	22184	0	4958102
140	64000	0	4936124
113	64000	0	4872293
71	64000	0	4808397
62	64000	0	4744491
32624	41152	0	4728611
33012	43568	0	4736149
32986	49784	0	4741234
32993	29992	0	4740113
122	64000	0	4710302
32877	37824	0	4694794
33005	44920	0	4705650
32992	44920	0	4709392
32995	22736	0	4713137
112	64000	0	4690566
32877	696	0	4675058
33017	38952	0	4723062
32999	39096	0	4732781
32992	18864	0	4742347
101	64000	0	4723632
32912	48400	0	4708175
32998	46680	0	4708445
32998	46680	0	4710436
32982	16376	0	4712403
139	64000	0	4696231
85	64000	0	4632357
83	64000	0	4568481
62	64000	0	4504573
32649	48984	0	4488729
33039	51528	0	4488480
32956	38912	0	4485557
32998	36056	0	4495316
77	64000	0	4459374
32924	41328	0	4443936
33000	41328	0	4451280
32979	640	0	4458594
33013	25200	0	4506646
85	64000	0	4481572
32921	42848	0	4466129
32999	45840	0	4471953
33003	50336	0	4474792
32982	24296	0	4473102
120	64000	0	4448983
32897	48448	0	4433504
32997	48448	0	4433724
33003	52008	0	4433954
32983	17704	0	4430595
103	64000	0	4413042
80	64000	0	4349162
62	64000	0	4285253
52	64000	0	4221331
32720	51696	0	4205592
32999	52584	0	4202568
33002	48360	0	4198661
32986	25392	0	4198954
120	64000	0	4173738
32868	464	0	4158217
33014	45904	0	4206448
33020	45904	0	4209247
32986	41544	0	4211996
88	64000	0	4170581
32919	49032	0	4155135
33005	54992	0	4154785
32988	55432	0	4148449
32992	28584	0	4141679
83	64000	0	4113217
32906	600	0	4097752
33025	57336	0	4145861
32990	52816	0	4137185
33025	23160	0	4133081
166	64000	0	4110163
83	64000	0	4046286
82	64000	0	3982407
73	64000	0	3918516
32572	50608	0	3902558
32989	49864	0	3900607
32979	416	0	3899385
33022	37000	0	3947674
89	64000	0	3910805
32921	48192	0	3895362
32996	48192	0	3895838
