1	0	1584
2	3200	4436
3	6400	7693
4	9600	10823
5	12800	13996
6	16000	17196
7	19200	20420
8	22400	23595
9	25600	26808
10	28800	30063
11	32000	33158
12	35200	36378
13	38400	39581
14	41600	42752
15	44800	45955
16	48000	49187
17	51200	52393
18	54400	55618
19	57600	58787
20	60800	61993
21	64000	65192
22	67200	68379
23	70400	71597
24	73600	74817
25	76800	77970
26	80000	81224
27	83200	84351
28	86400	87572
29	89600	90766
30	92800	93981
31	96000	97191
32	99200	100376
33	102405	103593
34	105605	106777
35	108805	109979
36	112005	113176
37	115205	116365
38	118409	119578
39	121609	122813
40	124809	125964
41	128009	129165
42	131209	132393
43	134409	135628
44	137609	138764
45	140809	141961
46	144009	145163
47	147209	148364
48	150409	151665
49	153609	154764
50	156809	157960
51	160009	161190
52	163209	164384
53	166409	167588
54	169609	170759
55	172809	174071
56	176009	177156
57	179209	180354
58	182409	183553
59	185609	186759
60	188809	189954
61	192009	193153
62	195209	196369
63	198409	199602
64	201609	202764
65	204809	205982
66	208009	209149
67	211209	212350
68	214409	215547
69	217609	218747
70	220809	221948
71	224009	225146
72	227209	228345
73	230409	231550
74	233609	234745
75	236809	237946
76	240009	241147
77	243209	244343
78	246409	247546
79	249609	250743
80	252809	253945
81	256009	257142
82	259209	260342
83	262409	263542
84	265609	266743
85	268809	269971
86	272009	273159
87	275209	276343
88	278409	279539
89	281609	282738
90	284809	285944
91	288009	289140
92	291209	292338
93	294409	295538
94	297609	298738
95	300809	301937
96	304009	305201
97	307209	308333
98	310409	311534
99	313609	314734
100	316809	318054
